line,bus0,bus1,v_nom_kv,length_km,r_ohm,x_ohm,s_max_mva,status
L_317305296_539516457,317305296,539516457,0.4,0.18122858992442206,0.10873715395465323,0.07249143596976883,0.5,active
L_317305298_539516468,317305298,539516468,0.4,0.04718499053205526,0.028310994319233153,0.018873996212822104,0.5,active
L_317305298_2192669086,317305298,2192669086,0.4,0.10086966273980798,0.06052179764388478,0.0403478650959232,0.5,active
L_317305370_317305371,317305370,317305371,0.4,0.06773787605344773,0.04064272563206864,0.027095150421379097,0.5,active
L_317305371_539516459,317305371,539516459,0.4,0.052890860073506504,0.0317345160441039,0.021156344029402602,0.5,active
L_317305373_539516463,317305373,539516463,0.4,0.028689407818130674,0.017213644690878403,0.011475763127252271,0.5,active
L_317305795_539515748,317305795,539515748,0.4,0.01319344713732556,0.007916068282395335,0.005277378854930224,0.5,active
L_317305998_11108213487,317305998,11108213487,0.4,0.007356017848243434,0.00441361070894606,0.0029424071392973737,0.5,active
L_317305998_539515748,317305998,539515748,0.4,0.07581268605082322,0.04548761163049393,0.030325074420329293,0.5,active
L_317305998_539515752,317305998,539515752,0.4,0.07860034119660783,0.0471602047179647,0.03144013647864313,0.5,active
L_317306011_682156329,317306011,682156329,0.4,0.004149940347976199,0.002489964208785719,0.0016599761391904795,0.5,active
L_317306011_4309269269,317306011,4309269269,0.4,0.004846677862534513,0.0029080067175207077,0.0019386711450138053,0.5,active
L_317306175_429898018,317306175,429898018,0.4,0.035936350456196184,0.02156181027371771,0.014374540182478475,0.5,active
L_317306175_429897021,317306175,429897021,0.4,0.05394735199754038,0.032368411198524225,0.021578940799016153,0.5,active
L_317306177_429887203,317306177,429887203,0.4,0.04249174531881745,0.02549504719129047,0.01699669812752698,0.5,active
L_317306177_429896950,317306177,429896950,0.4,0.04535416095222688,0.027212496571336127,0.01814166438089075,0.5,active
L_317306177_429898018,317306177,429898018,0.4,0.10223995683752722,0.06134397410251633,0.04089598273501089,0.5,active
L_317306179_429887212,317306179,429887212,0.4,0.040032359822061936,0.02401941589323716,0.016012943928824776,0.5,active
L_317306179_429887205,317306179,429887205,0.4,0.04990497970836027,0.02994298782501616,0.019961991883344108,0.5,active
L_317306181_429887213,317306181,429887213,0.4,0.03954449384407589,0.023726696306445534,0.01581779753763036,0.5,active
L_317306181_429887206,317306181,429887206,0.4,0.0520243840458871,0.03121463042753226,0.02080975361835484,0.5,active
L_317306189_4309269269,317306189,4309269269,0.4,0.058951889460822735,0.03537113367649364,0.023580755784329097,0.5,active
L_317306189_327682595,317306189,327682595,0.4,0.06812066254137383,0.0408723975248243,0.027248265016549533,0.5,active
L_317306216_682371502,317306216,682371502,0.4,0.04167189975687441,0.025003139854124643,0.016668759902749766,0.5,active
L_317306269_682371483,317306269,682371483,0.4,0.008301694198994371,0.0049810165193966225,0.003320677679597749,0.5,active
L_317306269_682371502,317306269,682371502,0.4,0.008565760264254275,0.005139456158552565,0.00342630410570171,0.5,active
L_317306341_4889330289,317306341,4889330289,0.4,0.027139901683406607,0.016283941010043962,0.010855960673362643,0.5,active
L_317306341_4879012988,317306341,4879012988,0.4,0.043658291138153255,0.02619497468289195,0.017463316455261304,0.5,active
L_317306341_317306406,317306341,317306406,0.4,0.04701079486927784,0.028206476921566703,0.018804317947711136,0.5,active
L_317306406_317306407,317306406,317306407,0.4,0.032323911474734304,0.019394346884840583,0.012929564589893722,0.5,active
L_317306406_539182670,317306406,539182670,0.4,0.045192842028341056,0.027115705217004633,0.018077136811336422,0.5,active
L_317306407_539183271,317306407,539183271,0.4,0.044227770560035205,0.026536662336021123,0.017691108224014082,0.5,active
L_317306906_317306907,317306906,317306907,0.4,0.05539283081408343,0.03323569848845006,0.022157132325633374,0.5,active
L_317306906_429887171,317306906,429887171,0.4,0.05544029301063305,0.03326417580637983,0.02217611720425322,0.5,active
L_317306907_682206060,317306907,682206060,0.4,0.03980685011330266,0.023884110067981593,0.015922740045321064,0.5,active
L_317313173_1628939583,317313173,1628939583,20.0,0.07147327483890756,0.01786831870972689,0.025015646193617645,25.0,active
L_317313173_2421502354,317313173,2421502354,20.0,0.29736250025672634,0.07434062506418158,0.1040768750898542,25.0,active
L_317313190_4719942069,317313190,4719942069,20.0,0.21960530576880563,0.05490132644220141,0.07686185701908196,25.0,active
L_317313190_4229660614,317313190,4229660614,20.0,0.24299564117569739,0.060748910293924346,0.08504847441149407,25.0,active
L_317313190_1628925536,317313190,1628925536,20.0,0.26654057150059446,0.06663514287514861,0.09328920002520806,25.0,active
L_317314134_539529543,317314134,539529543,20.0,0.609169073470022,0.1522922683675055,0.2132091757145077,25.0,active
L_317314134_4465059753,317314134,4465059753,20.0,0.613573902811993,0.15339347570299824,0.21475086598419754,25.0,active
L_317316178_2270411462,317316178,2270411462,20.0,0.2192676377791943,0.05481690944479858,0.07674367322271801,25.0,active
L_321265523_321265531,321265523,321265531,0.4,0.011286899477503004,0.006772139686501802,0.004514759791001201,0.5,active
L_321265523_321265524,321265523,321265524,0.4,0.08157091228530694,0.04894254737118416,0.03262836491412278,0.5,active
L_321265524_321265530,321265524,321265530,0.4,0.012586189480692588,0.007551713688415552,0.005034475792277036,0.5,active
L_321265530_9921132307,321265530,9921132307,0.4,0.037170632806864036,0.022302379684118422,0.014868253122745615,0.5,active
L_321265531_321266136,321265531,321266136,0.4,0.06047246915075163,0.03628348149045098,0.024188987660300653,0.5,active
L_321265634_321265636,321265634,321265636,0.4,0.014536761912493425,0.008722057147496055,0.0058147047649973705,0.5,active
L_321265634_321265789,321265634,321265789,0.4,0.0396293101023562,0.02377758606141372,0.01585172404094248,0.5,active
L_321265634_321265847,321265634,321265847,0.4,0.10433368659632994,0.06260021195779795,0.04173347463853198,0.5,active
L_321265636_9921132307,321265636,9921132307,0.4,0.03789683255575669,0.02273809953345401,0.015158733022302676,0.5,active
L_321265789_1434988538,321265789,1434988538,0.4,0.07567299859752434,0.045403799158514606,0.03026919943900974,0.5,active
L_321265847_321265850,321265847,321265850,0.4,0.014667103086343846,0.008800261851806308,0.005866841234537539,0.5,active
L_321265847_321266307,321265847,321266307,0.4,0.03497114283791396,0.020982685702748374,0.013988457135165583,0.5,active
L_321265850_321266291,321265850,321266291,0.4,0.0354244985411131,0.021254699124667858,0.01416979941644524,0.5,active
L_321265862_4229600959,321265862,4229600959,0.4,0.015089796130720753,0.009053877678432451,0.006035918452288302,0.5,active
L_321265862_4229600961,321265862,4229600961,0.4,0.01575636485139732,0.009453818910838392,0.006302545940558928,0.5,active
L_321266113_4229600961,321266113,4229600961,0.4,0.059302409872212455,0.03558144592332747,0.023720963948884982,0.5,active
L_321266113_537013413,321266113,537013413,0.4,0.060303277858610414,0.03618196671516625,0.024121311143444166,0.5,active
L_321266136_537013460,321266136,537013460,0.4,0.058944626740242145,0.03536677604414529,0.023577850696096858,0.5,active
L_321266136_4859843001,321266136,4859843001,0.4,0.06315935822742055,0.03789561493645233,0.025263743290968223,0.5,active
L_321266186_6517998037,321266186,6517998037,0.4,0.03738537071427361,0.022431222428564164,0.014954148285709443,0.5,active
L_321266186_321267017,321266186,321267017,0.4,0.03841716443175489,0.023050298659052934,0.015366865772701958,0.5,active
L_321266186_769081189,321266186,769081189,0.4,0.038821884290400864,0.02329313057424052,0.015528753716160346,0.5,active
L_321266236_769081196,321266236,769081196,0.4,0.029053437571794297,0.01743206254307658,0.011621375028717719,0.5,active
L_321266236_1657779940,321266236,1657779940,0.4,0.08123978942296171,0.048743873653777026,0.03249591576918469,0.5,active
L_321266238_1657779945,321266238,1657779945,0.4,0.03354148443965828,0.020124890663794966,0.013416593775863312,0.5,active
L_321266238_1657779940,321266238,1657779940,0.4,0.04207657901530024,0.025245947409180146,0.016830631606120097,0.5,active
L_321266270_769081218,321266270,769081218,0.4,0.029075934790076096,0.017445560874045658,0.011630373916030438,0.5,active
L_321266270_769081212,321266270,769081212,0.4,0.029654280507591578,0.017792568304554945,0.011861712203036633,0.5,active
L_321266272_1657708489,321266272,1657708489,0.4,0.02416128536541399,0.014496771219248392,0.009664514146165596,0.5,active
L_321266272_4229601890,321266272,4229601890,0.4,0.035648123171447374,0.021388873902868425,0.01425924926857895,0.5,active
L_321266291_321267079,321266291,321267079,0.4,0.0400892957053489,0.02405357742320934,0.016035718282139563,0.5,active
L_321266291_1434988511,321266291,1434988511,0.4,0.09493562991054783,0.05696137794632869,0.037974251964219136,0.5,active
L_321266294_1657732044,321266294,1657732044,0.4,0.012700346027301067,0.00762020761638064,0.0050801384109204276,0.5,active
L_321266294_1657732057,321266294,1657732057,0.4,0.03070673935144006,0.018424043610864037,0.012282695740576026,0.5,active
L_321266294_9921132559,321266294,9921132559,0.4,0.10765925928922329,0.06459555557353397,0.04306370371568932,0.5,active
L_321266307_1434988490,321266307,1434988490,0.4,0.07537478704944686,0.04522487222966812,0.030149914819778745,0.5,active
L_321266396_1657805966,321266396,1657805966,0.4,0.018008628853470553,0.010805177312082331,0.007203451541388222,0.5,active
L_321266396_321266408,321266396,321266408,0.4,0.16996643605966807,0.10197986163580085,0.06798657442386723,0.5,active
L_321266407_321266408,321266407,321266408,0.4,0.01005136691686748,0.006030820150120488,0.004020546766746992,0.5,active
L_321266407_321266445,321266407,321266445,0.4,0.09173996860448598,0.05504398116269159,0.03669598744179439,0.5,active
L_321266437_321266451,321266437,321266451,0.4,0.010477968586789548,0.006286781152073729,0.00419118743471582,0.5,active
L_321266437_321266775,321266437,321266775,0.4,0.02547527893690158,0.015285167362140948,0.010190111574760633,0.5,active
L_321266444_321266445,321266444,321266445,0.4,0.008086798747201748,0.004852079248321048,0.0032347194988806994,0.5,active
L_321266445_1434988416,321266445,1434988416,0.4,0.02989524538006876,0.017937147228041253,0.011958098152027504,0.5,active
L_321266451_321266906,321266451,321266906,0.4,0.025307726625948365,0.015184635975569018,0.010123090650379347,0.5,active
L_321266456_321266468,321266456,321266468,0.4,0.009479787527096656,0.005687872516257994,0.0037919150108386627,0.5,active
L_321266456_321267394,321266456,321267394,0.4,0.02883536250812137,0.01730121750487282,0.01153414500324855,0.5,active
L_321266457_321266467,321266457,321266467,0.4,0.008195766289686518,0.00491745977381191,0.0032783065158746073,0.5,active
L_321266457_321266550,321266457,321266550,0.4,0.02398897150411503,0.014393382902469016,0.009595588601646013,0.5,active
L_321266467_321266545,321266467,321266545,0.4,0.022418628810777306,0.013451177286466384,0.008967451524310922,0.5,active
L_321266468_1434988416,321266468,1434988416,0.4,0.027839487762187358,0.016703692657312415,0.011135795104874944,0.5,active
L_321266487_321266512,321266487,321266512,0.4,0.009716661408656102,0.005829996845193661,0.003886664563462441,0.5,active
L_321266487_321266533,321266487,321266533,0.4,0.023106191581981055,0.013863714949188633,0.009242476632792422,0.5,active
L_321266487_730708072,321266487,730708072,0.4,0.1416228957089383,0.08497373742536297,0.05664915828357532,0.5,active
L_321266532_321266587,321266532,321266587,0.4,0.009192492182670165,0.005515495309602099,0.0036769968730680663,0.5,active
L_321266532_321266533,321266532,321266533,0.4,0.085619936773473,0.0513719620640838,0.0342479747093892,0.5,active
L_321266533_321266550,321266533,321266550,0.4,0.009123581163183892,0.005474148697910335,0.003649432465273557,0.5,active
L_321266537_321266545,321266537,321266545,0.4,0.008903292974776964,0.005341975784866179,0.003561317189910786,0.5,active
L_321266537_730708025,321266537,730708025,0.4,0.09815584854604133,0.058893509127624796,0.03926233941841653,0.5,active
L_321266544_730708025,321266544,730708025,0.4,0.022614654477037675,0.013568792686222604,0.00904586179081507,0.5,active
L_321266544_730708054,321266544,730708054,0.4,0.08596708383710785,0.051580250302264714,0.03438683353484314,0.5,active
L_321266587_321267809,321266587,321267809,0.4,0.02036602773539709,0.012219616641238253,0.008146411094158836,0.5,active
L_321266775_321266797,321266775,321266797,0.4,0.010239448998715834,0.0061436693992295,0.004095779599486334,0.5,active
L_321266797_769081233,321266797,769081233,0.4,0.08446415033923903,0.05067849020354342,0.03378566013569561,0.5,active
L_321266826_321266834,321266826,321266834,0.4,0.009236758143751847,0.0055420548862511075,0.0036947032575007388,0.5,active
L_321266834_536979516,321266834,536979516,0.4,0.024902938782655506,0.014941763269593303,0.009961175513062203,0.5,active
L_321266834_1657779894,321266834,1657779894,0.4,0.03531761039257778,0.02119056623554667,0.014127044157031114,0.5,active
L_321266854_321266864,321266854,321266864,0.4,0.00802183347648479,0.004813100085890874,0.0032087333905939162,0.5,active
L_321266864_536986998,321266864,536986998,0.4,0.030728269354446034,0.01843696161266762,0.012291307741778414,0.5,active
L_321266906_536979516,321266906,536979516,0.4,0.008233039711439745,0.004939823826863847,0.003293215884575898,0.5,active
L_321267016_321267079,321267016,321267079,0.4,0.012002807830558225,0.007201684698334935,0.0048011231322232905,0.5,active
L_321267017_321267078,321267017,321267078,0.4,0.011888084945761953,0.007132850967457171,0.004755233978304782,0.5,active
L_321267078_321267079,321267078,321267079,0.4,0.0568042809157815,0.034082568549468895,0.0227217123663126,0.5,active
L_321267394_9921132476,321267394,9921132476,0.4,0.13758050920695702,0.0825483055241742,0.05503220368278281,0.5,active
L_321267566_321267809,321267566,321267809,0.4,0.04076080220564194,0.024456481323385165,0.016304320882256775,0.5,active
L_321267823_321267826,321267823,321267826,0.4,0.012077907262914309,0.007246744357748585,0.004831162905165724,0.5,active
L_321267826_1657779942,321267826,1657779942,0.4,0.006522713128303552,0.003913627876982131,0.002609085251321421,0.5,active
L_321267826_536987387,321267826,536987387,0.4,0.027813559378335875,0.016688135627001523,0.011125423751334351,0.5,active
L_321268005_321268644,321268005,321268644,0.4,0.030914735967843946,0.01854884158070637,0.01236589438713758,0.5,active
L_321268209_767526715,321268209,767526715,0.4,0.2918947512636921,0.17513685075821525,0.11675790050547684,0.5,active
L_321268638_730708038,321268638,730708038,0.4,0.013696848411512027,0.008218109046907215,0.0054787393646048115,0.5,active
L_321268638_321268641,321268638,321268641,0.4,0.11037041530552869,0.0662222491833172,0.04414816612221148,0.5,active
L_321268641_321268644,321268641,321268644,0.4,0.07523694942328836,0.04514216965397302,0.030094779769315346,0.5,active
L_321268641_730708024,321268641,730708024,0.4,0.1037536948533086,0.06225221691198515,0.041501477941323445,0.5,active
L_321268644_321268646,321268644,321268646,0.4,0.06047963180474713,0.036287779082848276,0.024191852721898853,0.5,active
L_321268646_9921085600,321268646,9921085600,0.4,0.12714293910702987,0.07628576346421792,0.05085717564281195,0.5,active
L_321268844_536986715,321268844,536986715,0.4,0.02946003186676251,0.017676019120057507,0.011784012746705005,0.5,active
L_321268851_536979829,321268851,536979829,0.4,0.022321032294413533,0.013392619376648119,0.008928412917765414,0.5,active
L_321268975_321269010,321268975,321269010,0.4,0.010841627020490614,0.006504976212294368,0.004336650808196246,0.5,active
L_321268975_536986780,321268975,536986780,0.4,0.0314508632466602,0.01887051794799612,0.012580345298664081,0.5,active
L_321268976_321269008,321268976,321269008,0.4,0.01325327606262386,0.007951965637574316,0.005301310425049544,0.5,active
L_321268976_9855647837,321268976,9855647837,0.4,0.038795289521493935,0.02327717371289636,0.015518115808597575,0.5,active
L_321269008_9921085818,321269008,9921085818,0.4,0.01608509663472049,0.009651057980832295,0.006434038653888197,0.5,active
L_321269010_536986998,321269010,536986998,0.4,0.030444713025626825,0.018266827815376096,0.012177885210250731,0.5,active
L_322884812_1618176633,322884812,1618176633,20.0,0.08554441312003265,0.021386103280008163,0.029940544592011425,25.0,active
L_322885013_6447288449,322885013,6447288449,20.0,0.01202470274850363,0.0030061756871259076,0.004208645961976271,25.0,active
L_322885013_1434694826,322885013,1434694826,20.0,0.09349110716749308,0.02337277679187327,0.03272188750862257,25.0,active
L_322885403_322885405,322885403,322885405,0.4,0.21838644603575902,0.1310318676214554,0.08735457841430361,0.5,active
L_322885403_1628844616,322885403,1628844616,20.0,0.6925541108046641,0.17313852770116603,0.24239393878163243,25.0,active
L_322885405_1434694825,322885405,1434694825,0.4,0.08576267534620698,0.05145760520772418,0.034305070138482795,0.5,active
L_322885405_1434694904,322885405,1434694904,0.4,0.1652096997275326,0.09912581983651957,0.06608387989101304,0.5,active
L_327682191_539533618,327682191,539533618,20.0,0.05677723523495607,0.014194308808739018,0.019872032332234623,25.0,active
L_327682207_539516467,327682207,539516467,20.0,0.09057505612793433,0.022643764031983583,0.031701269644777014,25.0,active
L_327682207_539517179,327682207,539517179,20.0,0.4470566233633651,0.11176415584084128,0.15646981817717778,25.0,active
L_327682326_539533684,327682326,539533684,0.4,0.02593903207406573,0.015563419244439438,0.010375612829626292,0.5,active
L_327682326_4309269291,327682326,4309269291,0.4,0.05126506089129093,0.030759036534774558,0.020506024356516373,0.5,active
L_327682334_682156329,327682334,682156329,0.4,0.05526539662785861,0.03315923797671516,0.022106158651143445,0.5,active
L_327682334_539515789,327682334,539515789,0.4,0.05713830388991105,0.03428298233394663,0.02285532155596442,0.5,active
L_327682592_10717675635,327682592,10717675635,0.4,0.004551459907348038,0.0027308759444088226,0.001820583962939215,0.5,active
L_327682592_429887199,327682592,429887199,0.4,0.060746751757872336,0.0364480510547234,0.024298700703148934,0.5,active
L_327682595_10717675635,327682595,10717675635,0.4,0.044591079680546604,0.026754647808327963,0.01783643187221864,0.5,active
L_327682647_429832224,327682647,429832224,0.4,0.03594623877995211,0.021567743267971264,0.014378495511980845,0.5,active
L_327682647_327682839,327682647,327682839,0.4,0.05912312846628318,0.03547387707976991,0.023649251386513276,0.5,active
L_327682649_429832224,327682649,429832224,0.4,0.028844490167125297,0.017306694100275178,0.011537796066850119,0.5,active
L_327682649_429887217,327682649,429887217,0.4,0.04488075724265256,0.026928454345591536,0.017952302897061023,0.5,active
L_327682649_6684380172,327682649,6684380172,0.4,0.05320566617694573,0.031923399706167435,0.021282266470778292,0.5,active
L_327682839_429887169,327682839,429887169,0.4,0.07183742120582906,0.043102452723497435,0.028734968482331626,0.5,active
L_327682983_683249030,327682983,683249030,0.4,0.03524624993929727,0.021147749963578363,0.014098499975718909,0.5,active
L_327682983_429887096,327682983,429887096,0.4,0.05664764879423346,0.033988589276540075,0.022659059517693383,0.5,active
L_327682983_327683652,327682983,327683652,0.4,0.057101195206712266,0.03426071712402736,0.02284047808268491,0.5,active
L_327683227_682371510,327683227,682371510,0.4,0.018836623987018963,0.011301974392211377,0.007534649594807586,0.5,active
L_327683230_539182667,327683230,539182667,0.4,0.044351071984097976,0.026610643190458784,0.01774042879363919,0.5,active
L_327683230_327683231,327683230,327683231,0.4,0.0550600525964632,0.03303603155787792,0.022024021038585282,0.5,active
L_327683232_327690930,327683232,327690930,0.4,0.045238415504313095,0.027143049302587857,0.01809536620172524,0.5,active
L_327683232_539182651,327683232,539182651,0.4,0.048416593755262846,0.029049956253157705,0.01936663750210514,0.5,active
L_327683650_539182645,327683650,539182645,0.4,0.012024078092038544,0.007214446855223126,0.004809631236815418,0.5,active
L_327683650_539182650,327683650,539182650,0.4,0.027564464783278633,0.01653867886996718,0.011025785913311454,0.5,active
L_327683652_683401271,327683652,683401271,0.4,0.03812191098168384,0.022873146589010303,0.015248764392673538,0.5,active
L_327683726_429818294,327683726,429818294,0.4,0.03593149048704859,0.021558894292229156,0.014372596194819438,0.5,active
L_327683726_327684476,327683726,327684476,0.4,0.059444801216122736,0.03566688072967364,0.023777920486449097,0.5,active
L_327683959_327684168,327683959,327684168,0.4,0.03217031555444384,0.019302189332666305,0.012868126221777538,0.5,active
L_327683959_429818449,327683959,429818449,0.4,0.035831051853808076,0.021498631112284845,0.01433242074152323,0.5,active
L_327683961_5890191817,327683961,5890191817,0.4,0.03226834057937443,0.019361004347624656,0.012907336231749772,0.5,active
L_327683961_429818279,327683961,429818279,0.4,0.037231777246500286,0.02233906634790017,0.014892710898600114,0.5,active
L_327683961_429818336,327683961,429818336,0.4,0.10277700940765899,0.06166620564459539,0.0411108037630636,0.5,active
L_327683962_429818427,327683962,429818427,0.4,0.029465691583451505,0.0176794149500709,0.011786276633380603,0.5,active
L_327683962_429818443,327683962,429818443,0.4,0.03811140446057748,0.022866842676346488,0.015244561784230993,0.5,active
L_327683963_429818278,327683963,429818278,0.4,0.03648396189132816,0.021890377134796895,0.014593584756531264,0.5,active
L_327683963_327684671,327683963,327684671,0.4,0.05825085099053106,0.03495051059431863,0.023300340396212427,0.5,active
L_327684166_429818462,327684166,429818462,0.4,0.044505941780098875,0.026703565068059324,0.01780237671203955,0.5,active
L_327684166_429818449,327684166,429818449,0.4,0.04803844266078685,0.02882306559647211,0.01921537706431474,0.5,active
L_327684166_429818413,327684166,429818413,0.4,0.0822225267731447,0.04933351606388682,0.032889010709257885,0.5,active
L_327684316_429818270,327684316,429818270,0.4,0.037531094189916264,0.02251865651394976,0.015012437675966507,0.5,active
L_327684316_327690338,327684316,327690338,0.4,0.04499309494530107,0.026995856967180643,0.017997237978120428,0.5,active
L_327684316_327693805,327684316,327693805,0.4,0.1017363499093386,0.061041809945603154,0.04069453996373544,0.5,active
L_327684471_539182682,327684471,539182682,0.4,0.06258695639808985,0.03755217383885391,0.02503478255923594,0.5,active
L_327684473_429818291,327684473,429818291,0.4,0.036021443684187415,0.02161286621051245,0.014408577473674966,0.5,active
L_327684473_327690927,327684473,327690927,0.4,0.048584981103393085,0.02915098866203585,0.019433992441357236,0.5,active
L_327684586_327690930,327684586,327690930,0.4,0.052708139574285454,0.03162488374457127,0.02108325582971418,0.5,active
L_327684586_327690927,327684586,327690927,0.4,0.09279007830783967,0.0556740469847038,0.037116031323135866,0.5,active
L_327684671_1954871345,327684671,1954871345,0.4,0.012195376276846465,0.007317225766107879,0.004878150510738586,0.5,active
L_327684673_429818278,327684673,429818278,0.4,0.026674049140264396,0.016004429484158637,0.010669619656105758,0.5,active
L_327684673_327690333,327684673,327690333,0.4,0.030679871561872556,0.01840792293712353,0.012271948624749023,0.5,active
L_327684673_327690919,327684673,327690919,0.4,0.031586757082449596,0.018952054249469757,0.012634702832979839,0.5,active
L_327688315_1629587583,327688315,1629587583,20.0,0.18061764798891322,0.045154411997228305,0.06321617679611963,25.0,active
L_327688315_459315430,327688315,459315430,20.0,0.22143108398453987,0.05535777099613497,0.07750087939458895,25.0,active
L_327688315_5329030850,327688315,5329030850,20.0,0.24357291410585014,0.060893228526462534,0.08525051993704755,25.0,active
L_327690333_327694458,327690333,327694458,0.4,0.031850882577546945,0.019110529546528168,0.012740353031018779,0.5,active
L_327690333_327690338,327690333,327690338,0.4,0.08258081140558168,0.04954848684334901,0.03303232456223267,0.5,active
L_327690338_429818273,327690338,429818273,0.4,0.0470159071766289,0.02820954430597734,0.01880636287065156,0.5,active
L_327690342_327693805,327690342,327693805,0.4,0.04543693641521815,0.027262161849130887,0.01817477456608726,0.5,active
L_327690342_429818443,327690342,429818443,0.4,0.046143420169051645,0.027686052101430988,0.018457368067620657,0.5,active
L_327690361_539172542,327690361,539172542,0.4,0.007884941089446453,0.004730964653667871,0.0031539764357785814,0.5,active
L_327690361_5282564598,327690361,5282564598,0.4,0.009047557544085746,0.005428534526451448,0.003619023017634299,0.5,active
L_327690361_539172579,327690361,539172579,0.4,0.04776488901516152,0.028658933409096914,0.01910595560606461,0.5,active
L_327690919_327690927,327690919,327690927,0.4,0.08147600095532721,0.048885600573196325,0.03259040038213089,0.5,active
L_327690927_429818294,327690927,429818294,0.4,0.04330257296707085,0.02598154378024251,0.017321029186828343,0.5,active
L_327692333_6444882655,327692333,6444882655,0.4,0.02025906303524869,0.012155437821149214,0.008103625214099476,0.5,active
